action_type,priority,element_path,leaf_element,attribute_name,uom,blocks_minlp_tag,hierarchy_template_for,note
add_new_row,1,Steam Network 1 > HP-2 Steam HeaderA > HP-2 Steam GeneratorA > HP-2 Fuel Fired BoilerE > HP Boiler BFW SystemA > HP Boiler BFW PumpE,HP Boiler BFW PumpE,Driver Steam Flow,metric_ton/h,VHP_BFW_E_Turb_Steam_raw,HP Boiler BFW PumpA,Mirror of HP Boiler BFW PumpA for boiler E (BLR_5).
add_new_row,1,Steam Network 1 > HP-2 Steam HeaderA > HP-2 Steam GeneratorA > HP-2 Fuel Fired BoilerE > HP Boiler BFW SystemA > HP Boiler BFW PumpE,HP Boiler BFW PumpE,Motor Current,A,VHP_BFW_E_AMPS,HP Boiler BFW PumpA,Mirror of HP Boiler BFW PumpA for boiler E (BLR_5).
add_new_row,1,Steam Network 1 > HP-2 Steam HeaderA > HP-2 Steam GeneratorA > HP-2 Fuel Fired BoilerB > HP Boiler Combustion SystemA > HP Boiler FD FanB,HP Boiler FD FanB,Inlet Steam Flow,metric_ton/h,FD_Fan_BLR_2_Steam_raw,HP Boiler FD FanA,Mirror of HP Boiler FD FanA for BLR_2. Only 'Inlet Steam Flow' is required by MINLP today.
add_new_row,1,Steam Network 1 > HP-2 Steam HeaderA > HP-2 Steam GeneratorA > HP-2 Fuel Fired BoilerC > HP Boiler Combustion SystemA > HP Boiler FD FanC,HP Boiler FD FanC,Inlet Steam Flow,metric_ton/h,FD_Fan_BLR_3_Steam_raw,HP Boiler FD FanA,Mirror of HP Boiler FD FanA for BLR_3. Only 'Inlet Steam Flow' is required by MINLP today.
add_new_row,1,Steam Network 1 > HP-2 Steam HeaderA > HP-2 Steam GeneratorA > HP-2 Fuel Fired BoilerD > HP Boiler Combustion SystemA > HP Boiler FD FanD,HP Boiler FD FanD,Inlet Steam Flow,metric_ton/h,FD_Fan_BLR_4_Steam_raw,HP Boiler FD FanA,Mirror of HP Boiler FD FanA for BLR_4. Only 'Inlet Steam Flow' is required by MINLP today.
add_new_row,1,Steam Network 1 > HP-2 Steam HeaderA > HP-2 Steam GeneratorA > HP-2 Fuel Fired BoilerE > HP Boiler Combustion SystemA > HP Boiler FD FanE,HP Boiler FD FanE,Inlet Steam Flow,metric_ton/h,FD_Fan_BLR_5_Steam_raw,HP Boiler FD FanA,Mirror of HP Boiler FD FanA for BLR_5. Only 'Inlet Steam Flow' is required by MINLP today.
fill_pi_only,1,Steam Network 1 > HP-2 Steam HeaderA > HP-2 Steam GeneratorA > HP-2 Fuel Fired BoilerA > HP Boiler BFW SystemA > HP Boiler BFW PumpA,HP Boiler BFW PumpA,Discharge Flow,metric_ton/h,VHP_BFW_A_Discharge_flow,,BFW PumpA exists with this attribute but PI cell is blank.
fill_pi_only,1,Steam Network 1 > HP-2 Steam HeaderA > HP-2 Steam GeneratorA > HP-2 Fuel Fired BoilerA > HP Boiler BFW SystemA > HP Boiler BFW PumpA,HP Boiler BFW PumpA,Driver Steam Flow,metric_ton/h,VHP_BFW_A_Turb_Steam_raw / BFW_*_Turb_Steam_raw,,BFW PumpA exists with this attribute but PI cell is blank.
fill_pi_only,1,Steam Network 1 > HP-2 Steam HeaderA > HP-2 Steam GeneratorA > HP-2 Fuel Fired BoilerA > HP Boiler BFW SystemA > HP Boiler BFW PumpA,HP Boiler BFW PumpA,Motor Current,A,VHP_BFW_A_AMPS,,BFW PumpA exists with this attribute but PI cell is blank.
fill_pi_only,1,Steam Network 1 > HP-2 Steam HeaderA > HP-2 Steam GeneratorA > HP-2 Fuel Fired BoilerA > HP Boiler Combustion SystemA > HP Boiler FD FanA,HP Boiler FD FanA,Inlet Steam Flow,metric_ton/h,FD_Fan_BLR_1_Steam_raw,,FD FanA exists with Inlet Steam Flow attribute but PI cell is blank.
fill_pi_only,1,Steam Network 1 > HP-2 Steam HeaderA > HP-2 Steam GeneratorA > HP-2 Fuel Fired BoilerB,HP-2 Fuel Fired BoilerB,Fuel Gas Flow,metric_ton/h,Fuel_BLR_2_raw / Boielr_B_Fuel_Gas_Flow,,Boiler B is the only HP-2 boiler missing this PI cell (A/C/D/E are populated).
add_new_row,2,Steam Network 1 > HP-2 Steam HeaderA > HP-2 Steam GeneratorA > HP-2 Fuel Fired BoilerB > HP Boiler BFW SystemA > HP Boiler BFW PumpB,HP Boiler BFW PumpB,Vibration,,VHP_BFW_B_Vibration,HP Boiler BFW PumpA,Mirror of HP Boiler BFW PumpA for boiler B (BLR_2).
add_new_row,2,Steam Network 1 > HP-2 Steam HeaderA > HP-2 Steam GeneratorA > HP-2 Fuel Fired BoilerC > HP Boiler BFW SystemA > HP Boiler BFW PumpC,HP Boiler BFW PumpC,Vibration,,VHP_BFW_C_Vibration,HP Boiler BFW PumpA,Mirror of HP Boiler BFW PumpA for boiler C (BLR_3).
add_new_row,2,Steam Network 1 > HP-2 Steam HeaderA > HP-2 Steam GeneratorA > HP-2 Fuel Fired BoilerD > HP Boiler BFW SystemA > HP Boiler BFW PumpD,HP Boiler BFW PumpD,Vibration,,VHP_BFW_D_Vibration,HP Boiler BFW PumpA,Mirror of HP Boiler BFW PumpA for boiler D (BLR_4).
add_new_row,2,Steam Network 1 > HP-2 Steam HeaderA > HP-2 Steam GeneratorA > HP-2 Fuel Fired BoilerE > HP Boiler BFW SystemA > HP Boiler BFW PumpE,HP Boiler BFW PumpE,Vibration,,VHP_BFW_E_Vibration,HP Boiler BFW PumpA,Mirror of HP Boiler BFW PumpA for boiler E (BLR_5).
fill_pi_only,2,Steam Network 1 > HP-2 Steam HeaderA > HP-2 Steam GeneratorA > HP-2 Fuel Fired BoilerA > HP Boiler BFW SystemA > HP Boiler BFW PumpA,HP Boiler BFW PumpA,Vibration,,VHP_BFW_A_Vibration,,BFW PumpA exists with this attribute but PI cell is blank.
fill_pi_only,2,Steam Network 1 > HP-2 Steam HeaderA > HP-2 Steam GeneratorA > HP-2 Fuel Fired BoilerB,HP-2 Fuel Fired BoilerB,Fuel Gas C1,mol%,LHV input (boiler 2 fuel composition),,Boiler B is the only HP-2 boiler missing this PI cell (A/C/D/E are populated).
fill_pi_only,2,Steam Network 1 > HP-2 Steam HeaderA > HP-2 Steam GeneratorA > HP-2 Fuel Fired BoilerB,HP-2 Fuel Fired BoilerB,Fuel Gas C2,mol%,LHV input,,Boiler B is the only HP-2 boiler missing this PI cell (A/C/D/E are populated).
fill_pi_only,2,Steam Network 1 > HP-2 Steam HeaderA > HP-2 Steam GeneratorA > HP-2 Fuel Fired BoilerB,HP-2 Fuel Fired BoilerB,Fuel Gas C3,mol%,LHV input,,Boiler B is the only HP-2 boiler missing this PI cell (A/C/D/E are populated).
fill_pi_only,2,Steam Network 1 > HP-2 Steam HeaderA > HP-2 Steam GeneratorA > HP-2 Fuel Fired BoilerB,HP-2 Fuel Fired BoilerB,Fuel Gas CO2,mol%,LHV input,,Boiler B is the only HP-2 boiler missing this PI cell (A/C/D/E are populated).
fill_pi_only,2,Steam Network 1 > HP-2 Steam HeaderA > HP-2 Steam GeneratorA > HP-2 Fuel Fired BoilerB,HP-2 Fuel Fired BoilerB,Fuel Gas N2,mol%,LHV input,,Boiler B is the only HP-2 boiler missing this PI cell (A/C/D/E are populated).
fill_pi_only,2,Steam Network 1 > HP-2 Steam HeaderA > HP-2 Steam GeneratorA > HP-2 Fuel Fired BoilerB,HP-2 Fuel Fired BoilerB,Fuel Gas iC4,mol%,LHV input,,Boiler B is the only HP-2 boiler missing this PI cell (A/C/D/E are populated).
fill_pi_only,2,Steam Network 1 > HP-2 Steam HeaderA > HP-2 Steam GeneratorA > HP-2 Fuel Fired BoilerB,HP-2 Fuel Fired BoilerB,Fuel Gas iC5,mol%,LHV input,,Boiler B is the only HP-2 boiler missing this PI cell (A/C/D/E are populated).
fill_pi_only,2,Steam Network 1 > HP-2 Steam HeaderA > HP-2 Steam GeneratorA > HP-2 Fuel Fired BoilerB,HP-2 Fuel Fired BoilerB,Fuel Gas nC4,mol%,LHV input,,Boiler B is the only HP-2 boiler missing this PI cell (A/C/D/E are populated).
fill_pi_only,2,Steam Network 1 > HP-2 Steam HeaderA > HP-2 Steam GeneratorA > HP-2 Fuel Fired BoilerB,HP-2 Fuel Fired BoilerB,Fuel Gas nC5,mol%,LHV input,,Boiler B is the only HP-2 boiler missing this PI cell (A/C/D/E are populated).
add_new_row,3,Steam Network 1 > HP-2 Steam HeaderA > HP-2 Steam GeneratorA > HP-2 Fuel Fired BoilerB > HP Boiler BFW SystemA > HP Boiler BFW PumpB,HP Boiler BFW PumpB,Bearing Temperature,,(not required by MINLP today),HP Boiler BFW PumpA,Mirror of HP Boiler BFW PumpA for boiler B (BLR_2).
add_new_row,3,Steam Network 1 > HP-2 Steam HeaderA > HP-2 Steam GeneratorA > HP-2 Fuel Fired BoilerB > HP Boiler BFW SystemA > HP Boiler BFW PumpB,HP Boiler BFW PumpB,Discharge Pressure,bar,(not required by MINLP today),HP Boiler BFW PumpA,Mirror of HP Boiler BFW PumpA for boiler B (BLR_2).
add_new_row,3,Steam Network 1 > HP-2 Steam HeaderA > HP-2 Steam GeneratorA > HP-2 Fuel Fired BoilerB > HP Boiler BFW SystemA > HP Boiler BFW PumpB,HP Boiler BFW PumpB,Exhaust Pressure,bar,(not required by MINLP today),HP Boiler BFW PumpA,Mirror of HP Boiler BFW PumpA for boiler B (BLR_2).
add_new_row,3,Steam Network 1 > HP-2 Steam HeaderA > HP-2 Steam GeneratorA > HP-2 Fuel Fired BoilerB > HP Boiler BFW SystemA > HP Boiler BFW PumpB,HP Boiler BFW PumpB,Exhaust Temperature,degC,(not required by MINLP today),HP Boiler BFW PumpA,Mirror of HP Boiler BFW PumpA for boiler B (BLR_2).
add_new_row,3,Steam Network 1 > HP-2 Steam HeaderA > HP-2 Steam GeneratorA > HP-2 Fuel Fired BoilerB > HP Boiler BFW SystemA > HP Boiler BFW PumpB,HP Boiler BFW PumpB,Inlet Steam Pressure,bar,(not required by MINLP today),HP Boiler BFW PumpA,Mirror of HP Boiler BFW PumpA for boiler B (BLR_2).
add_new_row,3,Steam Network 1 > HP-2 Steam HeaderA > HP-2 Steam GeneratorA > HP-2 Fuel Fired BoilerB > HP Boiler BFW SystemA > HP Boiler BFW PumpB,HP Boiler BFW PumpB,Inlet Steam Temperature,degC,(not required by MINLP today),HP Boiler BFW PumpA,Mirror of HP Boiler BFW PumpA for boiler B (BLR_2).
add_new_row,3,Steam Network 1 > HP-2 Steam HeaderA > HP-2 Steam GeneratorA > HP-2 Fuel Fired BoilerB > HP Boiler BFW SystemA > HP Boiler BFW PumpB,HP Boiler BFW PumpB,Power Output,kW,(not required by MINLP today),HP Boiler BFW PumpA,Mirror of HP Boiler BFW PumpA for boiler B (BLR_2).
add_new_row,3,Steam Network 1 > HP-2 Steam HeaderA > HP-2 Steam GeneratorA > HP-2 Fuel Fired BoilerB > HP Boiler BFW SystemA > HP Boiler BFW PumpB,HP Boiler BFW PumpB,Speed,rpm,(not required by MINLP today),HP Boiler BFW PumpA,Mirror of HP Boiler BFW PumpA for boiler B (BLR_2).
add_new_row,3,Steam Network 1 > HP-2 Steam HeaderA > HP-2 Steam GeneratorA > HP-2 Fuel Fired BoilerB > HP Boiler BFW SystemA > HP Boiler BFW PumpB,HP Boiler BFW PumpB,Suction Pressure,bar,(not required by MINLP today),HP Boiler BFW PumpA,Mirror of HP Boiler BFW PumpA for boiler B (BLR_2).
add_new_row,3,Steam Network 1 > HP-2 Steam HeaderA > HP-2 Steam GeneratorA > HP-2 Fuel Fired BoilerB > HP Boiler BFW SystemA > HP Boiler BFW PumpB,HP Boiler BFW PumpB,Wetness Fraction,,(not required by MINLP today),HP Boiler BFW PumpA,Mirror of HP Boiler BFW PumpA for boiler B (BLR_2).
add_new_row,3,Steam Network 1 > HP-2 Steam HeaderA > HP-2 Steam GeneratorA > HP-2 Fuel Fired BoilerC > HP Boiler BFW SystemA > HP Boiler BFW PumpC,HP Boiler BFW PumpC,Bearing Temperature,,(not required by MINLP today),HP Boiler BFW PumpA,Mirror of HP Boiler BFW PumpA for boiler C (BLR_3).
add_new_row,3,Steam Network 1 > HP-2 Steam HeaderA > HP-2 Steam GeneratorA > HP-2 Fuel Fired BoilerC > HP Boiler BFW SystemA > HP Boiler BFW PumpC,HP Boiler BFW PumpC,Discharge Pressure,bar,(not required by MINLP today),HP Boiler BFW PumpA,Mirror of HP Boiler BFW PumpA for boiler C (BLR_3).
add_new_row,3,Steam Network 1 > HP-2 Steam HeaderA > HP-2 Steam GeneratorA > HP-2 Fuel Fired BoilerC > HP Boiler BFW SystemA > HP Boiler BFW PumpC,HP Boiler BFW PumpC,Exhaust Pressure,bar,(not required by MINLP today),HP Boiler BFW PumpA,Mirror of HP Boiler BFW PumpA for boiler C (BLR_3).
add_new_row,3,Steam Network 1 > HP-2 Steam HeaderA > HP-2 Steam GeneratorA > HP-2 Fuel Fired BoilerC > HP Boiler BFW SystemA > HP Boiler BFW PumpC,HP Boiler BFW PumpC,Exhaust Temperature,degC,(not required by MINLP today),HP Boiler BFW PumpA,Mirror of HP Boiler BFW PumpA for boiler C (BLR_3).
add_new_row,3,Steam Network 1 > HP-2 Steam HeaderA > HP-2 Steam GeneratorA > HP-2 Fuel Fired BoilerC > HP Boiler BFW SystemA > HP Boiler BFW PumpC,HP Boiler BFW PumpC,Inlet Steam Pressure,bar,(not required by MINLP today),HP Boiler BFW PumpA,Mirror of HP Boiler BFW PumpA for boiler C (BLR_3).
add_new_row,3,Steam Network 1 > HP-2 Steam HeaderA > HP-2 Steam GeneratorA > HP-2 Fuel Fired BoilerC > HP Boiler BFW SystemA > HP Boiler BFW PumpC,HP Boiler BFW PumpC,Inlet Steam Temperature,degC,(not required by MINLP today),HP Boiler BFW PumpA,Mirror of HP Boiler BFW PumpA for boiler C (BLR_3).
add_new_row,3,Steam Network 1 > HP-2 Steam HeaderA > HP-2 Steam GeneratorA > HP-2 Fuel Fired BoilerC > HP Boiler BFW SystemA > HP Boiler BFW PumpC,HP Boiler BFW PumpC,Power Output,kW,(not required by MINLP today),HP Boiler BFW PumpA,Mirror of HP Boiler BFW PumpA for boiler C (BLR_3).
add_new_row,3,Steam Network 1 > HP-2 Steam HeaderA > HP-2 Steam GeneratorA > HP-2 Fuel Fired BoilerC > HP Boiler BFW SystemA > HP Boiler BFW PumpC,HP Boiler BFW PumpC,Speed,rpm,(not required by MINLP today),HP Boiler BFW PumpA,Mirror of HP Boiler BFW PumpA for boiler C (BLR_3).
add_new_row,3,Steam Network 1 > HP-2 Steam HeaderA > HP-2 Steam GeneratorA > HP-2 Fuel Fired BoilerC > HP Boiler BFW SystemA > HP Boiler BFW PumpC,HP Boiler BFW PumpC,Suction Pressure,bar,(not required by MINLP today),HP Boiler BFW PumpA,Mirror of HP Boiler BFW PumpA for boiler C (BLR_3).
add_new_row,3,Steam Network 1 > HP-2 Steam HeaderA > HP-2 Steam GeneratorA > HP-2 Fuel Fired BoilerC > HP Boiler BFW SystemA > HP Boiler BFW PumpC,HP Boiler BFW PumpC,Wetness Fraction,,(not required by MINLP today),HP Boiler BFW PumpA,Mirror of HP Boiler BFW PumpA for boiler C (BLR_3).
add_new_row,3,Steam Network 1 > HP-2 Steam HeaderA > HP-2 Steam GeneratorA > HP-2 Fuel Fired BoilerD > HP Boiler BFW SystemA > HP Boiler BFW PumpD,HP Boiler BFW PumpD,Bearing Temperature,,(not required by MINLP today),HP Boiler BFW PumpA,Mirror of HP Boiler BFW PumpA for boiler D (BLR_4).
add_new_row,3,Steam Network 1 > HP-2 Steam HeaderA > HP-2 Steam GeneratorA > HP-2 Fuel Fired BoilerD > HP Boiler BFW SystemA > HP Boiler BFW PumpD,HP Boiler BFW PumpD,Discharge Pressure,bar,(not required by MINLP today),HP Boiler BFW PumpA,Mirror of HP Boiler BFW PumpA for boiler D (BLR_4).
add_new_row,3,Steam Network 1 > HP-2 Steam HeaderA > HP-2 Steam GeneratorA > HP-2 Fuel Fired BoilerD > HP Boiler BFW SystemA > HP Boiler BFW PumpD,HP Boiler BFW PumpD,Exhaust Pressure,bar,(not required by MINLP today),HP Boiler BFW PumpA,Mirror of HP Boiler BFW PumpA for boiler D (BLR_4).
add_new_row,3,Steam Network 1 > HP-2 Steam HeaderA > HP-2 Steam GeneratorA > HP-2 Fuel Fired BoilerD > HP Boiler BFW SystemA > HP Boiler BFW PumpD,HP Boiler BFW PumpD,Exhaust Temperature,degC,(not required by MINLP today),HP Boiler BFW PumpA,Mirror of HP Boiler BFW PumpA for boiler D (BLR_4).
add_new_row,3,Steam Network 1 > HP-2 Steam HeaderA > HP-2 Steam GeneratorA > HP-2 Fuel Fired BoilerD > HP Boiler BFW SystemA > HP Boiler BFW PumpD,HP Boiler BFW PumpD,Inlet Steam Pressure,bar,(not required by MINLP today),HP Boiler BFW PumpA,Mirror of HP Boiler BFW PumpA for boiler D (BLR_4).
add_new_row,3,Steam Network 1 > HP-2 Steam HeaderA > HP-2 Steam GeneratorA > HP-2 Fuel Fired BoilerD > HP Boiler BFW SystemA > HP Boiler BFW PumpD,HP Boiler BFW PumpD,Inlet Steam Temperature,degC,(not required by MINLP today),HP Boiler BFW PumpA,Mirror of HP Boiler BFW PumpA for boiler D (BLR_4).
add_new_row,3,Steam Network 1 > HP-2 Steam HeaderA > HP-2 Steam GeneratorA > HP-2 Fuel Fired BoilerD > HP Boiler BFW SystemA > HP Boiler BFW PumpD,HP Boiler BFW PumpD,Power Output,kW,(not required by MINLP today),HP Boiler BFW PumpA,Mirror of HP Boiler BFW PumpA for boiler D (BLR_4).
add_new_row,3,Steam Network 1 > HP-2 Steam HeaderA > HP-2 Steam GeneratorA > HP-2 Fuel Fired BoilerD > HP Boiler BFW SystemA > HP Boiler BFW PumpD,HP Boiler BFW PumpD,Speed,rpm,(not required by MINLP today),HP Boiler BFW PumpA,Mirror of HP Boiler BFW PumpA for boiler D (BLR_4).
add_new_row,3,Steam Network 1 > HP-2 Steam HeaderA > HP-2 Steam GeneratorA > HP-2 Fuel Fired BoilerD > HP Boiler BFW SystemA > HP Boiler BFW PumpD,HP Boiler BFW PumpD,Suction Pressure,bar,(not required by MINLP today),HP Boiler BFW PumpA,Mirror of HP Boiler BFW PumpA for boiler D (BLR_4).
add_new_row,3,Steam Network 1 > HP-2 Steam HeaderA > HP-2 Steam GeneratorA > HP-2 Fuel Fired BoilerD > HP Boiler BFW SystemA > HP Boiler BFW PumpD,HP Boiler BFW PumpD,Wetness Fraction,,(not required by MINLP today),HP Boiler BFW PumpA,Mirror of HP Boiler BFW PumpA for boiler D (BLR_4).
add_new_row,3,Steam Network 1 > HP-2 Steam HeaderA > HP-2 Steam GeneratorA > HP-2 Fuel Fired BoilerE > HP Boiler BFW SystemA > HP Boiler BFW PumpE,HP Boiler BFW PumpE,Bearing Temperature,,(not required by MINLP today),HP Boiler BFW PumpA,Mirror of HP Boiler BFW PumpA for boiler E (BLR_5).
add_new_row,3,Steam Network 1 > HP-2 Steam HeaderA > HP-2 Steam GeneratorA > HP-2 Fuel Fired BoilerE > HP Boiler BFW SystemA > HP Boiler BFW PumpE,HP Boiler BFW PumpE,Discharge Pressure,bar,(not required by MINLP today),HP Boiler BFW PumpA,Mirror of HP Boiler BFW PumpA for boiler E (BLR_5).
add_new_row,3,Steam Network 1 > HP-2 Steam HeaderA > HP-2 Steam GeneratorA > HP-2 Fuel Fired BoilerE > HP Boiler BFW SystemA > HP Boiler BFW PumpE,HP Boiler BFW PumpE,Exhaust Pressure,bar,(not required by MINLP today),HP Boiler BFW PumpA,Mirror of HP Boiler BFW PumpA for boiler E (BLR_5).
add_new_row,3,Steam Network 1 > HP-2 Steam HeaderA > HP-2 Steam GeneratorA > HP-2 Fuel Fired BoilerE > HP Boiler BFW SystemA > HP Boiler BFW PumpE,HP Boiler BFW PumpE,Exhaust Temperature,degC,(not required by MINLP today),HP Boiler BFW PumpA,Mirror of HP Boiler BFW PumpA for boiler E (BLR_5).
add_new_row,3,Steam Network 1 > HP-2 Steam HeaderA > HP-2 Steam GeneratorA > HP-2 Fuel Fired BoilerE > HP Boiler BFW SystemA > HP Boiler BFW PumpE,HP Boiler BFW PumpE,Inlet Steam Pressure,bar,(not required by MINLP today),HP Boiler BFW PumpA,Mirror of HP Boiler BFW PumpA for boiler E (BLR_5).
add_new_row,3,Steam Network 1 > HP-2 Steam HeaderA > HP-2 Steam GeneratorA > HP-2 Fuel Fired BoilerE > HP Boiler BFW SystemA > HP Boiler BFW PumpE,HP Boiler BFW PumpE,Inlet Steam Temperature,degC,(not required by MINLP today),HP Boiler BFW PumpA,Mirror of HP Boiler BFW PumpA for boiler E (BLR_5).
add_new_row,3,Steam Network 1 > HP-2 Steam HeaderA > HP-2 Steam GeneratorA > HP-2 Fuel Fired BoilerE > HP Boiler BFW SystemA > HP Boiler BFW PumpE,HP Boiler BFW PumpE,Power Output,kW,(not required by MINLP today),HP Boiler BFW PumpA,Mirror of HP Boiler BFW PumpA for boiler E (BLR_5).
add_new_row,3,Steam Network 1 > HP-2 Steam HeaderA > HP-2 Steam GeneratorA > HP-2 Fuel Fired BoilerE > HP Boiler BFW SystemA > HP Boiler BFW PumpE,HP Boiler BFW PumpE,Speed,rpm,(not required by MINLP today),HP Boiler BFW PumpA,Mirror of HP Boiler BFW PumpA for boiler E (BLR_5).
add_new_row,3,Steam Network 1 > HP-2 Steam HeaderA > HP-2 Steam GeneratorA > HP-2 Fuel Fired BoilerE > HP Boiler BFW SystemA > HP Boiler BFW PumpE,HP Boiler BFW PumpE,Suction Pressure,bar,(not required by MINLP today),HP Boiler BFW PumpA,Mirror of HP Boiler BFW PumpA for boiler E (BLR_5).
add_new_row,3,Steam Network 1 > HP-2 Steam HeaderA > HP-2 Steam GeneratorA > HP-2 Fuel Fired BoilerE > HP Boiler BFW SystemA > HP Boiler BFW PumpE,HP Boiler BFW PumpE,Wetness Fraction,,(not required by MINLP today),HP Boiler BFW PumpA,Mirror of HP Boiler BFW PumpA for boiler E (BLR_5).
add_new_row,3,Steam Network 1 > HP-2 Steam HeaderA > HP-2 Steam GeneratorA > HP-2 Fuel Fired BoilerB > HP Boiler Combustion SystemA > HP Boiler FD FanB,HP Boiler FD FanB,Bearing Temperature,degC,(not required by MINLP today),HP Boiler FD FanA,Mirror of HP Boiler FD FanA for BLR_2. Only 'Inlet Steam Flow' is required by MINLP today.
add_new_row,3,Steam Network 1 > HP-2 Steam HeaderA > HP-2 Steam GeneratorA > HP-2 Fuel Fired BoilerB > HP Boiler Combustion SystemA > HP Boiler FD FanB,HP Boiler FD FanB,Discharge Pressure,bar,(not required by MINLP today),HP Boiler FD FanA,Mirror of HP Boiler FD FanA for BLR_2. Only 'Inlet Steam Flow' is required by MINLP today.
add_new_row,3,Steam Network 1 > HP-2 Steam HeaderA > HP-2 Steam GeneratorA > HP-2 Fuel Fired BoilerB > HP Boiler Combustion SystemA > HP Boiler FD FanB,HP Boiler FD FanB,Exhaust Pressure,bar,(not required by MINLP today),HP Boiler FD FanA,Mirror of HP Boiler FD FanA for BLR_2. Only 'Inlet Steam Flow' is required by MINLP today.
add_new_row,3,Steam Network 1 > HP-2 Steam HeaderA > HP-2 Steam GeneratorA > HP-2 Fuel Fired BoilerB > HP Boiler Combustion SystemA > HP Boiler FD FanB,HP Boiler FD FanB,Exhaust Temperature,degC,(not required by MINLP today),HP Boiler FD FanA,Mirror of HP Boiler FD FanA for BLR_2. Only 'Inlet Steam Flow' is required by MINLP today.
add_new_row,3,Steam Network 1 > HP-2 Steam HeaderA > HP-2 Steam GeneratorA > HP-2 Fuel Fired BoilerB > HP Boiler Combustion SystemA > HP Boiler FD FanB,HP Boiler FD FanB,Inlet Damper Opening,percent,(not required by MINLP today),HP Boiler FD FanA,Mirror of HP Boiler FD FanA for BLR_2. Only 'Inlet Steam Flow' is required by MINLP today.
